,0,neg,neu,pos
26,['Trade war bailout The Farm Bureau reports that 40 of the 2019 income  some 33 billion in total  is related to trade assistance disaster assistance the farm bill and insurance indemnities and has yet to be fully received by farmers and ranchers Source Investopedia 20191031 23423200000'],0.179,0.821,0.0
27,['The market is impacted by the ongoing trade war with Chinaand the failed USMCreally NAFTA still not ratified again slow manufacturing growth  slowing hiring wages not meeting COL so the tax cuts couldnt offset your ineptitude  20191031 23420400000'],0.238,0.707,0.056
28,['You are with your tax plan and trade war Own it20191031 23415700000'],0.262,0.738,0.0
29,['Himy name is wupeng from china I know president trump is organizing trade war against china  I am standing on trump side  I can help president trump realize his goal Please contact me via my phone8613252569608 I have mysterious experience in the past20191031 23402400000'],0.085,0.806,0.109
30,['Himy name is wupeng from china I know president trump is organizing trade war against china  I am standing on trump side  I can help president trump realize his goal Please contact me via my phone8613252569608 I have mysterious experience in the past20191031 23393500000'],0.085,0.806,0.109
31,['Por la trade war hay sectores perjudicados20191031 23393500000'],0.358,0.642,0.0
32,['Dont forget all those socialist bailouts you keep giving to the farmers due to the horrendous trade war your lord and savior is undertaking with OUR tax dollars20191031 23390000000'],0.259,0.676,0.065
33,['president tRump NICE FAKE AD u were golfing when raid that got Baghdadi went down Thats why few RESPECT u Made up accomplishments Flailing Chiner trade war Farmer bankruptcies up24 Tax revenues DOWN Deficit UP GOP  TOP tRump Orange Parody realDonaldTrumppictwittercomPjJONsrgjb20191031 23360900000'],0.192,0.626,0.182
34,['This story has so much selfowning For Christians who would rather celebrate Christ on Halloween instead of its pagan origins Trade War Brutal On Halloween Scripture Candy  20191031 23353900000'],0.212,0.69,0.098
35,['I dont think they have done a very good job of explaining the numbers apparently they miss quoted the customer adds because of a report error or something like that Im long looking for a normal market bounce Unless we get a vanity fair moveagain from trade war nonsense20191031 23352500000'],0.177,0.683,0.14
36,['People are very disappointed in how you wiped out every gain there was in the economy from the Tax Cuts by shifting the burden on the American consumer with your Trade War20191031 23325500000'],0.208,0.709,0.083
37,['USDJPY and AUDUSD Outlook Bearish as Trade War Fears Resurface  23323300000'],0.427,0.573,0.0
38,['Trade war is hurting our farmers and manufacturers stop blaming others pictwittercomQdwbIvIWty20191031 23322400000'],0.571,0.429,0.0
39,['Meanwhile we are running record deficits and borrowing from rogue Nations to fund a disastrous trade war20191031 23322100000'],0.196,0.804,0.0
40,['Amash only cares about Amash The only reason hes pissed at Trump is the trade war with China Amash and his family own a business that resell cheap Chinese tools so Trump is pissing in his cornflakes20191031 23313400000'],0.235,0.701,0.064
41,['will well pass Obamas total added to the national debt of 10 trillion and with a continuing rising budget deficit than one that fell A stupid trade war that has prices sky high All the policies are coming home to roost If a Democrat wins next year they will get the blame20191031 23311800000'],0.201,0.706,0.093
42,['If you were representing the United States in the USChina trade war what decisions would you make What if you represented China Play the game  23300000000'],0.121,0.717,0.162
43,['USDJPY and AUDUSD Outlook Bearish as Trade War Fears Resurface  20191031 23295300000'],0.401,0.599,0.0
44,['Per Axios Nearly 40 of 2019 farm income will come from federal aid and insurance and farm aid from Trumps trade war has cost more than double the 2009 auto bailout  20191031 2329250000236'],0.146,0.854,0.0
45,['Seems that the trade war is not easy to win Donnie  that why the stock market is shaky and you dont lower interest rates when you have a sound economy but you benefit with that because of your outstanding loans moron Its all about money for you20191031 23290400000'],0.218,0.607,0.175
46,['Conference934  BennSteil asks a critical question for the future of the United States Where do we go from this trade war with China I think it will matter very much who is elected as the democratic presidential candidate pictwittercomOmxmhBXTCP20191031 23283700001'],0.141,0.771,0.088
47,['Trade war fears are spoiling Apples great quarter   wallst20191031 23282500000'],0.376,0.393,0.23
48,['Real results Trade war economy floundering kids in cages incompetent judges impeachment siding with Putin Yeahlots if real results Resign TraitorTrump20191031 23280900000'],0.331,0.669,0.0
49,['USDJPY and AUDUSD Outlook Bearish as Trade War Fears Resurface  pictwittercomOzhkZAkaAh20191031 23274900000'],0.401,0.599,0.0
50,['You have no defense You all know hes guilty When are you going to realize what a narcissist bully he is The economy is starting to tank the trade war has weakened us his socalled foreign policy has made up the laughingstock of the world WakeUpRepublicans DerangedDonald20191031 23272300000'],0.253,0.721,0.026
51,['USMarket rolled over as we have been warning post USFed rate cut on tradewar and valuation worries USD index is rolling over and bonds and gold are moving higher The riskoff cycle may have started again markets investors20191031 23265000000'],0.169,0.831,0.0
52,['I wish Ray Dalio would run for president Not sure if you have the popularity to beat trump But I hope you do We gotta get along with china not fight with them Shouldnt be a trade war it should be trade negotiation20191031 23264800000'],0.028,0.689,0.282
53,['Dont be fool by trump Republicans the fools The trade war has caused a significant deterioration in ChinaUnited States relations with no resolution TheDemocratspictwittercomyCeI4iQbIW20191031 23264700000'],0.37,0.576,0.055
54,['You forgot the record deficit and the record numbers of farm bankruptcies due to realDonaldTrumps losing trade war But then again FakeChristians never tell the truth right VP20191031 23255100001'],0.255,0.745,0.0
55,['Are you sure its not the tariffs or the trade war you started with China Maybe20191031 23254300000'],0.184,0.708,0.108
56,['For the US End trade war full stop Establish a new multilateral agreement to deal with China Trade war alone is worth close to 75 GDP We can get what we want without tariffs and if we cant tariffs wont work anyway20191031 23251500000'],0.225,0.655,0.12
57,['India hits China now on internal matters but when there was an opportunity to challenge China in the UN with 23 countries India hide under the table and stayed absence It was a really disappointing decision by India  via timesofindia20191031 23244100009'],0.141,0.729,0.129
58,['Chinas telecoms operators launch 5G tariff plans as network rollouts push ahead despite trade war  NEWPAPER24  20191031 23242700000'],0.0,0.844,0.156
59,['Its your trade war Einstein pictwittercomDysJphvt9K20191031 23234000000'],0.394,0.606,0.0
60,['NPTN demand surges domestically and in China Winning the trade war management game20191031 23230600000'],0.273,0.556,0.172
61,['The China TRUMP United States trade war tradition is an ongoing economic conflict between the worlds two largest national economies GOP TheDemocratspictwittercom2EEvqubU3h20191031 23215000000'],0.214,0.69,0.097
62,['China has him by the ball no deal on the trade war20191031 23212700000'],0.155,0.845,0.0
63,['How Yeti has successfully navigated Trumps trade war with China  by BrianSozzipictwittercom3WuVHgN3l320191031 23210200003'],0.215,0.608,0.177
64,['US Farm Bankruptcies Surge 24 on Strain From Trump Trade War  20191031 23205600001'],0.317,0.683,0.0
65,['USDJPY and AUDUSD Outlook Bearish as Trade War Fears Resurface  23203100000'],0.427,0.573,0.0
66,[' BennSteil D Trump wont get the results he expects The Chinese would have bought 27Bof US agriculture goods if we would not have entered in trade war Now the phase 1 agreement is opening the prospect for a 20Bdeal20191031 23202000000'],0.088,0.79,0.122
67,['No real results tax cut for the wealthiest top 1 no relief for middle class no healthcare no gun control no immigration reform no wall farmers bankrupt and need assist due to trade war and higher prices want to cut social security and Medicare Resign idiot Traitor20191031 23192500001'],0.424,0.413,0.163
68,['AUDNZD slides to 200HMA in a solid correction following negative trade headlines By rossburland  Australia AUDNZD TradeWar20191031 23192100001'],0.182,0.739,0.079
69,['USDJPY and AUDUSD Outlook Bearish as Trade War Fears Resurface   pictwittercomTXL6hWJO4p20191031 23190200000'],0.401,0.599,0.0
70,['USDJPY and AUDUSD Outlook Bearish as Trade War Fears Resurface  Forex20191031 23173800000'],0.401,0.599,0.0
71,['Hows the tradewar20191031 23164700000'],0.0,1.0,0.0
72,['Asia Pacific AM Briefing USDJPY and AUDUSD Outlook Bearish as Trade War Fears Resurface USDJPY AUDUSD tradewars   pictwittercomyNzhnvYoXU20191031 23162300002'],0.283,0.717,0.0
73,['USDJPY and AUDUSD Outlook Bearish as Trade War Fears Resurface  trading forex20191031 23161100000'],0.379,0.621,0.0
74,['China announced its longawaited commercial 5G networks will be ready as of Nov 1 ahead of an earlier plan to debut in 2020 The launch is a milestone in Chinas push to become a 5G superpower amid a prolonged trade war  sanctions on Huawei 20191031 23155700002'],0.084,0.862,0.054
75,['Bloomberg How the Trade War and a Changing China Are Roiling World Shipping   via GoogleNews20191031 23153900000'],0.218,0.782,0.0
76,['NEW Cost of Trumps Tariffs Has Hit Entirely on US Businesses  Households LINK   SmartDissent TariffsAreTaxes TradeWar TrumpIsADisgracepictwittercomtuKs9zDn4w20191031 23150600009'],0.0,1.0,0.0
77,['China must relax residency curbs land rights to offset effect of trade war former finance minister says  20191031 23134900000'],0.164,0.714,0.122
78,['Toca disfrazarse de Naked Trade War spookspictwittercom58oQo9KCj020191031 23131600000'],0.358,0.642,0.0
79,['Everyone knows China is a problem trade war is just not the way to deal with it American people pay those tariffs you realize that right20191031 23131600000'],0.258,0.742,0.0
80,['Why is Human Rights Watch shifting focus from Chinese Xinjiang to Afghanistan20191031 23124400000'],0.0,1.0,0.0
81,['PH electronics exports at risk due to trade war  pictwittercomiZTPEKw4J420191031 23123700000'],0.4,0.6,0.0
82,['Despite Trump trying to claim otherwise this article on why the StockMarket moved down today has nothing to do with the ImpeachmentVote and more to do with his disastrous TradeWar with China  20191031 23120500000'],0.106,0.894,0.0
83,['starting to fall apart because of trade war and tax policies he gave out Matter of fact the majority of trump supporters are the ones taking the worse beating from this president Serves them right they were stupid to believe a serial lair That is what you get when you follow20191031 23112200000'],0.215,0.721,0.064
84,['Oh you think REPUBLICANS are the party of the working people The ones who wont raise the minimum wage who dont want to cover anybody with preexisting conditions the ones screwing up the economy with a trade war the ones taking us back 50 years instead of into the future20191031 23110000000'],0.126,0.826,0.048
85,['Chinas telecoms operators launch 5G tariff plans as network rollouts push ahead despite trade war  23094000000'],0.0,0.827,0.173
86,['This is ridiculous Farmers you voted for chief nutter butter and now taking bailout because  why Odds are when deal is announced itll be identical to what we had before trade war and chief nutter butter will claim victory20191031 23092100000'],0.174,0.826,0.0
87,['Actually the real problem is verifying the agreement adequately Given the size and secretiveness of Chinas bureaucracy and stateowned and statecontrolled entities that seems impossible trade tradewar tradetalks 20191031 23084500001'],0.08,0.826,0.094
88,['Chinas telecoms operators launch 5G tariff plans as network rollouts push ahead despite trade war  20191031 23072300000'],0.0,0.836,0.164
89,['I disagree with his ban on letting transgender people serve in the military his Muslim travel ban his tariffs for his stupid trade war thats putting thousands of farmers out of business his withdrawal from the Paris Agreement and Iran deal his call to start torturing again320191031 23063600000'],0.323,0.612,0.066
90,['China Does a 180 Degree Pivot on Optimistic Resolution of Trade War   kitconews gold silver investing mining economics finance metals20191031 23060200001'],0.161,0.744,0.095
91,['The Economist  Spilling over via TheEconomist TradeWar tariffs GlobalTrade GlobalEconomy TradeTalks 20191031 23044500000'],0.0,1.0,0.0
92,['realDonaldTrump  Your tradewar with China is UGELY successful Apple sales are collapsing in China and Im sure other US brands are struggling as well Im guessing youre not smart enough to have grasped that sales if US products might suffer under your brilliant plan20191031 23024600000'],0.18,0.619,0.201
93,['Trade war with China takes toll on struggling Upstate NY dairy farmers It took Kevin Ellis more than two years to navigate Chinas trade barriers and win approval to export 25 million worth of dairy products from Central New York to the worlds   pictwittercomOOhlu8rYCj20191031 23003300001'],0.121,0.721,0.159
94,['The lovehate relationship between chains and owners is boiling over in AsiaPacific where the trade war and Hong Kong protests are impacting owners in many destinations  23000300000'],0.188,0.812,0.0
95,['INTERNATIONALRELATIONS Heres a tease for my story coming up on KYMATV at 5 pm talking about how the US trade war with China is benefiting local food banks across the country including the one in Yuma I will explain HOW very soon  tune into your local newspictwittercom0ZA6BqVpZA20191031 22594700000'],0.126,0.874,0.0
96,['GOP are so fiscally irresponsible Farm aid from Trumps trade war has cost more than double the 2009 auto bailout  20191031 22594300001'],0.309,0.691,0.0
97,['US Farm Bankruptcies Surge 24 on Strain From Trump Trade War  20191031 22584700000'],0.317,0.683,0.0
98,['23 countries blasted China at UN but India Indonesia Malaysia Bangladesh Sri Lanka Maldives remained absences Forget about other Asian nations but what was India thinking Was India trying to win Chinese favor on A370 Well it did not work China still hit India on A370 20191031 22571300003'],0.041,0.762,0.197
99,['Trade wars are easy to win  realDonaldTrump Here we wait with bated breath for POTUS to regale us all with the bounties of victory in the Unnecessary Trade War of 2018 We were told there would be winning and lots of it  20191031 22564600000'],0.133,0.689,0.178
100,['Im sure the trade war has nothing to do with the stock market Are Trump supporters that dumb  20191031 22563200000'],0.254,0.563,0.183
101,['Hows the trade war going with China Oh and hows Ukraine doing now20191031 22554700000'],0.231,0.769,0.0
102,['US appear more anxious to sign the deal to end the costly trade war analysts noted In China officials seem to be coolheaded and more focused on the negotiation process and analysts argued that the most important thing is to first agree on a balanced deal tradewar  20191031 22552200001'],0.172,0.7,0.128
103,['In May Trump launched a fresh tradewar with Mexico over immigration which undermined the entire bases of the Trade agreement20191031 22550500000'],0.107,0.73,0.163
104,['prez tRump results  Flailing trade war w Chiner  28B to farmers their CH 12s up 24 now  Ur TaxCut Revenues down  Stock buy backs UP  New job creation May 14  Dec 16 7131000 Feb 17  Sep 19 6027000 1104000 FEWER by tRump GOPTOP POTUS20191031 22544400000'],0.106,0.851,0.044
105,['What do you call that farm bailout necessary only because of dingus miserable failure of a trade war with China20191031 22533800000'],0.424,0.576,0.0
106,['What have you accomplished Your tax cut for the wealthy that screwed the middle class and exploded the national debt and deficit Your imbecilic trade war that is driving the economy into a ditch Your betrayal of our Kurdish allies who fought for us TrumpBetrayedTheKurds20191031 22530000000'],0.331,0.582,0.087
107,['Remember what the trade war cost the US economy when Trump eventually unveils what will inevitably be a nothing deal with China20191031 22505500000'],0.157,0.843,0.0
108,['I hope China kicks his ass in the trade war Right now they are so far ahead of US youll never catch up20191031 22503900000'],0.236,0.671,0.093
109,['US Farm Bankruptcies Surge 24 on Strain From Trump Trade War  20191031 22492400000'],0.317,0.683,0.0
110,['Chinas official manufacturing purchasing managers index fell to 493 in October down from 498 the month before any score below 50 points to contraction A trade war with America and slowing domestic demand have hit Chinese manufacturing hard  20191031 22484800001'],0.159,0.841,0.0
111,['Ending the trade war wont either Economic cycles especially world economic cycles are many times greater than even a large protracted trade war between the 2 largest economies Sure doesnt help anything though20191031 22474700000'],0.24,0.645,0.115
112,['Sounds about right and its appropriate Farmers bore the retaliatory tactics of China in the trade war over the stealing of intellectual property and forced technology transfer20191031 22473200000'],0.324,0.591,0.085
113,['UK FTSE 100 FTSE knocked by trade war fears  Live Trading News  via livetradingnews20191031 22463200000'],0.34,0.66,0.0
114,['Whether the tradewar will be shortlived or longlasting depends on the Trump administration All the Chinese government can do is wait for the WhiteHouses next move with bated breath  Lionel Fatton WebsterGeneva ChinaUS ANUasiapacific anuchina 20191031 22440000001'],0.0,1.0,0.0
115,['us from his trade war So please explain what he has done exactly that is so great Do not count lying because you should have known he is a serial liar before you idiots elected him Tell me besides tearing up the Constitution he has done so great If he is elected for another 420191031 22432200000'],0.099,0.676,0.224
116,['GOP SenateGOP HouseDemocrats senatemajldr LindseyGrahamSC You had been warned Even so you chose at the ElectoralCollege to approve the BOZOtrump   Trade tradewar China ChinaUS Trump WTO20191031 22424400000'],0.075,0.925,0.0
117,['NPTN blows away earnings estimates revenues and upgrades guidance in HUGE surprise quarter This stock was abandoned as trade war victim and instead increased operating margins and is rolling in profits while trade war on  20191031 22410600000'],0.248,0.557,0.195
118,['Oil Prices Lower on Rising Inventories Fresh Trade War Fears By    pictwittercomW7UMbIMfV620191031 22404500000'],0.441,0.446,0.114
119,['You are person promote trade war from your so many opinions and you are the one wants China totally unhook with US20191031 22404400000'],0.142,0.764,0.095
120,['Can Chinas charm offensive stop foreign investors fleeing trade war   via scmpnews20191031 22404100000'],0.437,0.433,0.13
121,['US Farm Bankruptcies Surge 24 on Strain From Trump Trade War  20191031 22403200000'],0.317,0.683,0.0
122,['Are We Moving to a PostTradeWar World  IndexIQETFs investing economy china20191031 22400500001'],0.0,1.0,0.0
123,['ROAD TO THE TOP Apple is the most valuable US company again but trade war turmoil and wavering iPhone demand made it a bumpy ride to get there tradewar economy apple 22400400000'],0.297,0.607,0.096
124,['Terms of Trade Trump Trade War Is Evoking Feelings of Economic Darwinism   via economics SarahInAmerica tictocnewspictwittercom28tBuVS7RT20191031 22363100000'],0.196,0.804,0.0
125,['Australian shares are poised to open lower as Chinese officials appeared to downplay the likelihood of reaching a trade deal with the US tradewar asx 20191031 22360200000'],0.073,0.728,0.199
126,['Haha that sucks Because of the trade war20191031 22333700000'],0.238,0.762,0.0
127,['Were in the middle of a trade war And weve had tremendous growth over the last 2 years 19 is great Context matters20191031 22325600000'],0.132,0.642,0.226
128,['The market held up pretty good with the rumors on trade war coming out overnight and the weak Chicago PMI number that came out Tomorrow we get jobs data and ISM Manufacturing Number the data could be tough so lets see how the market performs stockmarket economy stocks20191031 22325400000'],0.141,0.712,0.147
129,['Mexicos loses a major textile investment despite low production costs that have made it a winner in the global trade war  22305400001'],0.223,0.575,0.202
130,['GDP was up 19 A good number considering the ongoing trade war with China to realign the global supply chain As soon as a China trade deal is done that pentup demand will explode with HUGE numbers20191031 223016000041'],0.124,0.71,0.166
131,['US Beats China In Trade War  Lunch Alert  22293200000'],0.298,0.534,0.168
132,['US Beats China In Trade War  Lunch Alert  22290300000'],0.298,0.534,0.168
133,['The trade war is hurting the market Also PMI was much lower than expected and only 19 growth Where is that 4 or 5 you promised  20191031 22290100000'],0.252,0.602,0.146
134,['While the US pays subsidies for a stupid trade war China counters  20191031 22280800000'],0.399,0.601,0.0
135,['Stocks in Asia to Drop on Trade War Economic Data Markets Wrap  22274700000'],0.353,0.647,0.0
136,['Dam will make China to control water supply to hundreds of millions of people and farmers living downstream of the damn Reports say 18 countries including India are going to be affected from the dam If I remember correct heavy dam on core of the earth also triggers earthquakes 20191031 22262000001'],0.082,0.918,0.0
137,['The reason why our stock market is hurting is thanks to a prolonged trade war Stop pushing the blame on someone else20191031 22254600000'],0.36,0.547,0.093
138,['A new analysis from PrincetonU Professor ReddingEcon and coauthors estimates that by the end of 2018 the trade war cost US consumers and importers an extra 3Bmonth in added tax costs and another 14Bmonth in welfare losses  pictwittercomix5LTIHBqf20191031 22250600002'],0.151,0.849,0.0
139,['2 days ago you were touting another record high Dow More likely it is the Trump trade war and the fact that the Fed has had to lower interest rates for the third time20191031 22243700001'],0.187,0.742,0.072
140,['You mean the unemployment rate that has been dropping steadily for ten years The economy thats slowing due to a moronic trade war Good stuff20191031 22235100000'],0.305,0.61,0.084
141,['Farm Bankruptcies Up 24 beause of Trump Trade War  20191031 22232800000'],0.281,0.719,0.0
142,['Pressure will be on the Fed to clean up Trumps trade war mess  CNN Business  20191031 22225500000'],0.277,0.606,0.117
143,[' Today LatestNews Discussions  Wall Street lost ground on Thursday as data showed midwest manufacturing falling into a deeper slump and concerns about the USChina trade war truce rattled investors Conway G Gittens wraps up the trading action pictwittercom8kzCuc8NUw20191031 22223200000'],0.182,0.818,0.0
144,['The Market Bull  October 31 2019 With doubts about the latest trade war settlement making the rounds again the major averages fell in early trade closing with small losses Read More  pictwittercomldCB1oo98s20191031 22211100000'],0.227,0.773,0.0
145,['Well for one do what Americans want not a splinter group Nobody wanted to  pull out of TPP  pull out of Paris  pull out of JCPOA  start a trade war  build a wall  fracture relationships wallies  a Muslim ban  on  on20191031 22190200000'],0.171,0.799,0.03
146,['TrumpMakesNoSense everyday Trump Presidency doesnt make sense His tweets dont make sense Trumps trade war with China doesnt make sense So why not his Syria policy In the end all he has done is move US troops around to let Turkey invade  US betrays the Kurdish forces  20191031 22182300000'],0.136,0.864,0.0
147,['US and China to Finally Sign a Trade War Truce Trump Says  22180700000'],0.262,0.738,0.0
148,['realDonaldTrump  actually the stock market is doing fine where your tariffs have not impacted businesses So when you finish the trade war tantrum we will have a robust vibrant market again BTW Vietnam vet here who considers you a coward and liar DumpTrumpNOW 20191031 22171700000'],0.23,0.636,0.134
149,['Donald J Trump is a great president Opem youre eyes and focus Our President put us back on track Stopped china from stealing are ideas And put a the brakes on the trade war Wake up America Thank you Mr President Donald J Trump for making America great again U S A20191031 22161000000'],0.155,0.67,0.175
150,['That is not whats hurting the market Stop storing that hatred pot Its your trade war with China thats hurting the stock market Could you tell the truth just once in nearly 3 years Or do you like getting booed at baseball games20191031 22131600000'],0.185,0.647,0.168
151,['GDP less than 2 another trillion in debt this year business investment negative and trending down world wide recession due the trade war cant wait for the jobs report tomorrow needtoimpeach20191031 22123700000'],0.323,0.677,0.0
152,['Do you read your articles before you share them Trudeau is responsible for the trade war for for the economic slowdown in the World Canada is pretty much the only country who didnt cut interest rates yet Read sweetie20191031 22120300000'],0.128,0.681,0.191
153,['Im sure that farmers that have taken a collective multi billion dollar hit because of Trumps trade war they voted for him could use a chunk of that money20191031 22120000000'],0.121,0.807,0.071
154,['Yep Told him the same Its the trade war with China which wont blinkwhich is going to throw us in a recession20191031 22102800000'],0.157,0.843,0.0
155,['Hong Kong plunges into recession as protests trade war take toll  pictwittercomzczLPvmFxQ20191031 22100000003'],0.462,0.538,0.0
156,['I lowkey think this happened because of the trade war and the protests  20191031 22094500000'],0.309,0.691,0.0
157,['So this will do wonders for the stock market Time will tell It seems more like a trade war than a Trade Agreement20191031 22094100000'],0.154,0.742,0.104
158,['I will never forget the story from primary school when the Hare challenged the Elephant and the Hippopotamus to a tug of war on the same day US China TradeWar Opportunity Zimbabwe SableStrategies SableStrategy edmnangagwa MinisterSBMoyo 20191031 22090900000'],0.124,0.772,0.104
159,['registreseHaver uma nova crise Mundial no essa balela de tradewar EUA x China T falando de algo maior que 192920191031 22072800000'],0.109,0.891,0.0
160,['US Farm Bankruptcies Surge 24 on Strain From Trump Trade War  20191031 22071600000'],0.317,0.683,0.0
161,['Nope the trade war is hurting the stock market Also us 99 of Americans that you like to pretend to relate to dont care about the stock market either since we have bills to pay and cant afford investment on a day to day basis20191031 22063900000'],0.225,0.729,0.047
162,['But our trade war is with China And the level of goods exported of China is too low to make a difference20191031 22054000000'],0.231,0.769,0.0
163,['Donnie that stock market has been taking a shit for weeks That is all about your trade war Nice try though20191031 22043000000'],0.265,0.636,0.099
164,['It would have happened eventually even if trump had not began trade war at all20191031 22031300000'],0.0,0.827,0.173
165,['Obamacare oh wait didnt keep that one Make Mexico pay for his wall nope Ban Muslims thank goodness no Prosecute Hillary Clinton nope there too Bring back waterboarding Win the trade war with China Reduce the national debt  Which ones are you talking about20191031 22020900000'],0.245,0.595,0.161
166,['I deserved the true about Trump foreigners interfering I deserved the true about Trump using my tax for his personal gain I deserved the true the money he claimed getting from trade war and where is go Can you answering those questions for me as American citizen20191031 22020500000'],0.069,0.723,0.208
167,['Markets are Discounting the Trade War and Thats Not Good  20191031 22013300000'],0.387,0.613,0.0
168,['40 of projected farm profit this year will come from trade aid disaster assistance federal subsidies and insurance payments according to the report based on Department of Agriculture forecasts Thats 33 billion of a projected 88 billion in income TradeWar Tariffs 20191031 22010000001'],0.087,0.851,0.062
169,['Aeon Laws Adam Philipp explains the state of Chinas IntellectualProperty laws and how US businesses can protect their patents while working in China  podcast TradeWar20191031 22004900000'],0.0,0.906,0.094
170,['Shell profits fall on oil price slump and trade war  22004800000'],0.247,0.57,0.184
171,['Aeon Laws Adam Philipp explains the state of Chinas IntellectualProperty laws and how US businesses can protect their patents while working in China  podcast TradeWar20191031 22003400000'],0.0,0.906,0.094
172,['Chiles APEC cancellation creates hurdle for USChina trade deal   TradeWar USA China EconomypictwittercomlgKfMlT1tG20191031 22003000000'],0.0,0.861,0.139
173,['Shell profits fall on oil price slump and trade war  22002800000'],0.247,0.57,0.184
174,['Do you realize the trade war with China is also in the best interest of the people of Hong Kong20191031 22002000000'],0.134,0.619,0.247
175,['Trump trade war with China takes toll on struggling Upstate NY dairy farmers  22001600000'],0.358,0.642,0.0
176,['Farm Bankruptcies Up 24 on Strain from Trump Trade War  20191031 21593100001'],0.338,0.662,0.0
177,['Africa needs to seize the gaps created by USChina trade war  20191031 21591800002'],0.231,0.651,0.118
178,['Numbnuts its your damn trade war which is dragging on and on that is hurting the markets I wouldnt let you be in charge of my daughters 2600 in her piggybank let alone the US economy  20191031 21584000000'],0.255,0.745,0.0
179,['Three words Trump Trade War Five words Tax Cuts for the Wealthy20191031 21583600003'],0.357,0.643,0.0
180,['A potential top in the MSCI EmergingMarkets Index is looking more likely after the Shooting Star candlestick has seen some downside follow through amid USChina tradewar fears today I would like to see a close under support at 4235 for further validation pictwittercomoibmANOW1j20191031 21580100000'],0.098,0.758,0.143
181,['Im assuming these bankruptcies in the US are a result of bad weather Trumps trade war and policies that arent beneficial for the small to midsized producers and favour big business Fill me in Chuck20191031 21572800000'],0.224,0.709,0.066
