Unnamed: 0,0,neg,neu,pos,net,netconclude
69,['Samsung ups its tradein offer to 400 off a Galaxy S10 '],0.0,1.0,0.0,0.0,Neutral
70,['Samsung Galaxy Fold supposedly ready to make a comeback '],0.0,0.762,0.23800000000000002,0.23800000000000002,Positive
71,['DEAL Samsung Ups Tradein Offer to 400 Off Galaxy S10 galaxys10 '],0.0,1.0,0.0,0.0,Neutral
72,['Samsungs Galaxy Fold is Ready to Return galaxyfold '],0.0,0.762,0.23800000000000002,0.23800000000000002,Positive
73,['Samsung is Still Trying to Fix the Galaxy Fold Asks if People Want to Keep PreOrders galaxyfold '],0.0,0.929,0.071,0.071,Positive
74,['DEAL Samsung Gear S3 Frontier Drops to 109 With 90 Discount'],0.0,1.0,0.0,0.0,Neutral
75,['Samsung Pay support comes to Simple Bank '],0.139,0.594,0.267,0.128,Positive
76,['Simple Bank Finally Finally Adds Support for Samsung Pay'],0.0,0.748,0.252,0.252,Positive
77,['DEAL Samsung Will Still Give You 200 Off the Galaxy S10 for Trading in Any Smartphone galaxys10 '],0.0,1.0,0.0,0.0,Neutral
78,['Samsungs Galaxy View 2 looks pretty good when compared to the original '],0.0,0.517,0.483,0.483,Positive
79,['Samsung officially delays launch of the Galaxy Fold '],0.0,1.0,0.0,0.0,Neutral
80,['Samsung Galaxy View 2 Looks Way Better Than the Original'],0.0,0.7340000000000001,0.266,0.266,Positive
81,['Samsung confirms Galaxy Fold delay as it investigates and runs internal tests '],0.161,0.8390000000000001,0.0,-0.161,Negative
82,['Samsung Might Have Delayed the Galaxy Fold galaxyfold '],0.192,0.8079999999999999,0.0,-0.192,Negative
83,['DEAL Samsung Offering Instant 300 Off Galaxy S10 With Trade galaxys10 '],0.0,1.0,0.0,0.0,Neutral
84,['Samsung Spins Bright Night Camera Feature Into Standalone Mode'],0.0,0.7340000000000001,0.266,0.266,Positive
85,['Samsung Quickly Sold Out of the 2000 Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0,Neutral
86,['Samsungs Galaxy Fold has support for all major US carrier bands '],0.0,0.8029999999999999,0.19699999999999998,0.19699999999999998,Positive
87,['Samsungs Galaxy Fold has Support for All Major US Carriers Bands galaxyfold '],0.0,0.816,0.184,0.184,Positive
88,['How has your experience been with Samsungs tradein program '],0.0,1.0,0.0,0.0,Neutral
89,['Hows Your Experience Been With Samsungs TradeIn Program galaxys10 '],0.0,1.0,0.0,0.0,Neutral
90,['Invitations to purchase Samsungs 1980 Galaxy Fold apparently roll out tomorrow '],0.0,1.0,0.0,0.0,Neutral
91,['Samsung Says You Should SignUp Today to be First in Line to Purchase Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0,Neutral
92,['Samsung Galaxy A80 Trades Notches and Cutouts for PopUp Flippy Camera'],0.0,1.0,0.0,0.0,Neutral
93,['DEAL Need More Storage Get a Samsung 128GB MicroSD for 20'],0.0,1.0,0.0,0.0,Neutral
94,['DEAL Samsung Will Give You 200 TradeIn Value Towards Galaxy S10 for Any Android Device Even If Its Cracked'],0.0,0.882,0.11800000000000001,0.11800000000000001,Positive
95,['Samsung shows the Galaxy Fold can fold a lot of times '],0.0,1.0,0.0,0.0,Neutral
96,['Samsungs 550 Off TradeIn Galaxy S10 Deal is Still Live Plus BOGO ATampT and Verizon galaxys10 '],0.0,1.0,0.0,0.0,Neutral
97,['DEAL Samsung Wireless Charging Pad is 15 10000mAh Fast Battery Pack is 16 galaxys10 '],0.0,1.0,0.0,0.0,Neutral
98,['Poll Do Your Own a Google Samsung or OnePlus Phone'],0.0,1.0,0.0,0.0,Neutral
99,['Heres the 2000 ATampT Samsung Galaxy Fold Being Fondled galaxyfold '],0.0,1.0,0.0,0.0,Neutral
100,['Samsung still offering up to 550 in tradein credit towards the purchase of a Galaxy S10 '],0.0,0.852,0.14800000000000002,0.14800000000000002,Positive
101,['You Still Have Time to Take Advantage of Samsungs 550 Tradein Offer for the Galaxy S10'],0.0,0.882,0.11800000000000001,0.11800000000000001,Positive
102,['Samsung Galaxy S10e Review Yo This is the Phone galaxys10e '],0.0,1.0,0.0,0.0,Neutral
103,['Samsung Galaxy S10 Review Mostly Excellence Slight Disappointment'],0.0,0.631,0.369,0.369,Positive
104,['DEAL Samsungs Excellent Galaxy Buds 25 Off at ATampT'],0.0,0.684,0.316,0.316,Positive
105,['Time probably running out to take advantage of Samsungs really good tradein offer '],0.0,0.698,0.302,0.302,Positive
106,['Samsungs Good Lock app gets updated to work with Android Pie '],0.0,0.7909999999999999,0.209,0.209,Positive
107,['Samsungs Good Lock App Updated to Work With Android Pie'],0.0,0.7559999999999999,0.244,0.244,Positive
108,['Report Your Samsung Galaxy Depreciates at Alarming Rate 42 in Month One'],0.12,0.88,0.0,-0.12,Negative
109,['Samsung is Folding Sht in All the Directions'],0.0,1.0,0.0,0.0,Neutral
110,[' samsung tho lol']--------------------,0.0,1.0,0.0,0.0,Neutral
111,['Samsung Now Lets You Remap Bixby Button Just Not to Google Assistant'],0.0,1.0,0.0,0.0,Neutral
112,['Buying the Galaxy Fold will be unlike most Samsung products '],0.0,1.0,0.0,0.0,Neutral
113,['Everyone see Samsungs new Galaxy Fold video It shows a lot of the device in action'],0.0,1.0,0.0,0.0,Neutral
114,['Samsung Releases the Galaxy Fold HandsOn Video You Wanted galaxyfold '],0.0,1.0,0.0,0.0,Neutral
115,['Samsung Announces Galaxy S10 Family Starting at 900 galaxys10 '],0.0,1.0,0.0,0.0,Neutral
116,['Samsung Announces New Galaxy Watch Active Galaxy Fit and Galaxy Buds'],0.0,0.634,0.366,0.366,Positive
117,['Official Specs Samsung Galaxy S10 S10 S10 5G and S10e galaxys10 '],0.0,1.0,0.0,0.0,Neutral
118,['Here is the Samsung Galaxy Fold galaxyfold '],0.0,1.0,0.0,0.0,Neutral
119,['Watch Samsungs Galaxy S10 Galaxy Fold Event Live at 11AM Pacific'],0.0,1.0,0.0,0.0,Neutral
120,['Samsung Galaxy Fold Samsung Galaxy Fold'],0.0,1.0,0.0,0.0,Neutral
121,['And Heres a Samsung Galaxy S10 Promo Video Leak '],0.231,0.769,0.0,-0.231,Negative
122,['Samsungs Internet browser gets a big One UI update'],0.0,1.0,0.0,0.0,Neutral
123,['Samsung Internet Gets One UI Makeover Complete With Dark Mode Support'],0.0,1.0,0.0,0.0,Neutral
124,['DEAL 300 Off Unlocked Samsung Galaxy Note 9 Today With Code galaxynote9 '],0.0,1.0,0.0,0.0,Neutral
125,['Samsung Outs Its Entire New Galaxy Wearable Line Early'],0.0,1.0,0.0,0.0,Neutral
126,['You can already reserve your Galaxy S10 from Samsung '],0.0,1.0,0.0,0.0,Neutral
127,['Samsungs Galaxy S10 Arrives March 8 Get Up to 550 Off With Trade if You Reserve Now'],0.0,1.0,0.0,0.0,Neutral
128,['Samsung keeps teasing the fold ']-----,0.20600000000000002,0.794,0.0,-0.20600000000000002,Negative
129,['What Exactly is Samsung Trying to Tease Here'],0.247,0.753,0.0,-0.247,Negative
130,['A Fresh Clean HighRes Look at Samsungs Galaxy S10 and Galaxy S10e'],0.0,0.667,0.33299999999999996,0.33299999999999996,Positive
131,['Verizon Valentines Deals Arent Awful 300 Off Pixel 3 BOGO Samsung deals '],0.0,0.816,0.184,0.184,Positive
132,['Samsung and fake Supreme are no longer working together'],0.35600000000000004,0.40299999999999997,0.242,-0.114,Negative
133,['Samsung Galaxy S10 Galaxy S10 Stop by the FCC galaxys10 '],0.18,0.82,0.0,-0.18,Negative
134,['DEAL Samsung Galaxy Note 9 S9 and S9 are 150 Off deals '],0.0,1.0,0.0,0.0,Neutral
135,['Samsung brings out the cool concepts shows off foldable phone too'],0.0,0.813,0.187,0.187,Positive
136,['Samsung pulled that concept video but we grabbed some extra screenshots from it'],0.0,1.0,0.0,0.0,Neutral
137,['Samsung Teases Foldable Phone in Futuristic Concept Video'],0.239,0.7609999999999999,0.0,-0.239,Negative
138,['Samsung Galaxy Buds reported to launch with the Galaxy S10 '],0.0,1.0,0.0,0.0,Neutral
139,['Samsung Just Made a 1TB UFS 21 Chip for Smartphones Probably the Galaxy S10 galaxys10  '],0.0,1.0,0.0,0.0,Neutral
140,['Samsungs doing a bit better of a job at updating '],0.0,0.7340000000000001,0.266,0.266,Positive
141,['Hey Samsung Better Job With Pie Updates so Far'],0.0,0.7340000000000001,0.266,0.266,Positive
142,['Samsung Galaxy S9 Gets Android Pie One UI Update on First US Carrier galaxys9 '],0.0,1.0,0.0,0.0,Neutral
143,['No bueno Samsung']--------------------,0.0,1.0,0.0,0.0,Neutral
144,['This is Bad Samsung']-----------------,0.5379999999999999,0.462,0.0,-0.5379999999999999,Negative
145,['Jesus Finally Target Will Soon Accept Google Pay Samsung Pay'],0.11699999999999999,0.667,0.217,0.1,Positive
146,['Heres Everything We Know About Samsungs GalaxyS10 so Far'],0.0,1.0,0.0,0.0,Neutral
147,['Samsungs 5G Galaxy S10 Might Add an X to Its Name Go Nuts With Specs galaxys10 '],0.133,0.867,0.0,-0.133,Negative
148,['DEAL Samsung Galaxy Note 9 S9 S9 All 200 Off With Up to 300 Off in Trades deals '],0.0,1.0,0.0,0.0,Neutral
149,['There has been a ton of different Galaxy phones from Samsung over the years Which one stands out the most to you'],0.0,1.0,0.0,0.0,Neutral
150,['Well also see a fully functional foldable from Samsung on February 20 '],0.0,1.0,0.0,0.0,Neutral
151,['10 Years of Samsung Galaxy S Phones Which Stands Out the Most galaxys10 '],0.0,1.0,0.0,0.0,Neutral
152,['Fully Functional Foldable From Samsung Coming on February 20 Too'],0.0,1.0,0.0,0.0,Neutral
153,['Samsung is Announcing the Galaxy S10 on February 20 galaxys10 '],0.0,1.0,0.0,0.0,Neutral
154,['Sprints Samsung 5G Phone is Coming This Summer sprint ces2019 '],0.0,1.0,0.0,0.0,Neutral
155,['Samsung its time to move on from the curved display'],0.0,1.0,0.0,0.0,Neutral
156,['I Just Need Samsung to Ditch the Curved Display Now galaxys10 '],0.0,1.0,0.0,0.0,Neutral
157,['Samsung has another Pie roadmap with Galaxy Note 9 and Note 8 bumped up a month '],0.0,1.0,0.0,0.0,Neutral
158,['Samsung Provides Different Pie Update Roadmap Galaxy Note 9 and Note 8 Bumped Up a Month'],0.0,1.0,0.0,0.0,Neutral
159,['Samsungs Pie Update Roadmap Wont Make You Envious of Galaxy Owners'],0.0,0.846,0.154,0.154,Positive
160,['Samsung is Coming for Googles Night Sight Camera Magic'],0.0,1.0,0.0,0.0,Neutral
161,['Report Google Assistant Launching on 2019 Samsung Smart TV Lineup'],0.0,0.769,0.231,0.231,Positive
162,['DEAL Samsung 10000mAh Fast Charge Battery Pack is 1599 19 Off deals '],0.0,1.0,0.0,0.0,Neutral
163,['Verizon Updates Samsung Galaxy S7 S7 Edge LG V30'],0.0,1.0,0.0,0.0,Neutral
164,['Samsung is now reevaluating its partnership with fake Supreme'],0.27899999999999997,0.721,0.0,-0.27899999999999997,Negative
165,['DEAL Samsung Drops 300 Off Carrier Galaxy Note 9 250 Off Galaxy S9 galaxynote9 '],0.0,1.0,0.0,0.0,Neutral
166,['Did Samsung just partner with a knockoff Supreme label to sell stuff in China Yes '],0.0,0.674,0.326,0.326,Positive
167,['Samsung Embarrassingly Partners With Fake Supreme '],0.433,0.299,0.26899999999999996,-0.16399999999999998,Negative
168,['Samsung Galaxy A8s With Infinity O Display Official for China'],0.0,1.0,0.0,0.0,Neutral
169,['ATampT Announces Another Samsung 5G Device With Better Connectivity 5g '],0.0,0.775,0.225,0.225,Positive
170,['ATampT says it will carry Samsungs 5G smartphone in early 2019 '],0.0,1.0,0.0,0.0,Neutral
171,['ATampT Will Also Carry Samsungs 5G Phone Next Year'],0.0,1.0,0.0,0.0,Neutral
172,['Verizon and Samsung launching 5G phone in first half of 2019 '],0.0,1.0,0.0,0.0,Neutral
173,['DEAL Samsung Wireless Charger Duo for Just 50 on Amazon 70 Off'],0.0,0.866,0.134,0.134,Positive
174,['Verizon and Samsung Launching 5G Phone in First Half of 2019 Proof of Concept Coming This Week'],0.0,1.0,0.0,0.0,Neutral
175,['DEAL Verizon Galaxy Note 9 300 Off Today Only From Samsung GalaxyNote9 '],0.0,1.0,0.0,0.0,Neutral
176,['Samsungs 12 Days of Deals is Here Save on TVs Phones and Get Free Stuff '],0.0,0.6829999999999999,0.317,0.317,Positive
177,['TMobile is giving away Samsung 50 4K TVs in new deal'],0.0,0.8059999999999999,0.19399999999999998,0.19399999999999998,Positive
178,['Samsung One UI Gets Updated Loads of Bug Fixes Inside'],0.0,1.0,0.0,0.0,Neutral
179,['Buy a Samsung Galaxy on TMobile Get Free 50 4K Smart TV'],0.0,0.6,0.4,0.4,Positive
180,['Huawei Beats Samsung to Full Display With Camera Cutout Hole '],0.0,1.0,0.0,0.0,Neutral
181,['Looks like Project Fi will soon support Samsung OnePlus and iPhone devices '],0.0,0.679,0.321,0.321,Positive
182,['Verizon Samsung Galaxy Devices LG V40 ThinQ Receive Security Patch Updates'],0.0,0.8059999999999999,0.19399999999999998,0.19399999999999998,Positive
183,['Samsung Cyber Monday Deals are Live CyberMondayDeals '],0.0,1.0,0.0,0.0,Neutral
184,['Black Friday 2018 Best Google and Samsung Phone Deals BlackFriday2018 '],0.0,0.7040000000000001,0.29600000000000004,0.29600000000000004,Positive
185,['Dont sleep on Samsungs BlackFridayDeals'],0.0,1.0,0.0,0.0,Neutral
186,['Samsung microSD cards are so cheap right now'],0.0,1.0,0.0,0.0,Neutral
187,['Amazon matches Samsungs big BlackFridayWeek 200 off sale on Note 9 S9 and S9'],0.0,1.0,0.0,0.0,Neutral
188,['Samsung EVO Select MicroSD Cards are Stupid Cheap Right Now 128GB for 1999 BlackFridayWeek '],0.195,0.805,0.0,-0.195,Negative
189,['DEAL Amazon Matches Samsungs 200 Off Galaxy S9 S9 and Note 9 Deal BlackFriday2018 '],0.0,0.884,0.11599999999999999,0.11599999999999999,Positive
190,['Samsungs BlackFriday2018 deals are here with up to 300 off Note 9 S9'],0.0,1.0,0.0,0.0,Neutral
191,['Samsung Black Friday Deals Now Live Up to 300 Off Galaxy Note 9 S9 and S9 BlackFriday2018 '],0.0,1.0,0.0,0.0,Neutral
192,['Video Tour of Samsungs new One UI on a Galaxy S9 galaxys9 '],0.0,1.0,0.0,0.0,Neutral
193,['Samsungs One UI Beta with Android Pie goes live for Galaxy S9 S9'],0.0,1.0,0.0,0.0,Neutral
194,['Samsung is going to annoy you over use of free themes'],0.191,0.5920000000000001,0.217,0.025999999999999995,Positive
195,['Video First Look at Samsung One UI Beta on Galaxy S9 galaxys9 '],0.0,1.0,0.0,0.0,Neutral
196,['Samsung One UI and Pie Beta Program Now Live in the US for S9 galaxys9 '],0.0,1.0,0.0,0.0,Neutral
197,['Samsung Doesnt Want You Using Free Themes Anymore'],0.11599999999999999,0.57,0.314,0.198,Positive
198,['Samsung might skip the notch on Galaxy S10 and go with InfinityO'],0.0,1.0,0.0,0.0,Neutral
199,['DEAL Verizon Galaxy S9 Note 9 are 100 Off From Samsung With 300 Bonus Bundle galaxynote9 '],0.0,0.8109999999999999,0.18899999999999997,0.18899999999999997,Positive
200,['Here are some display specs for Samsungs foldable Infinity Flex display'],0.0,1.0,0.0,0.0,Neutral
201,['Heres a pretty Samsung One UI wallpaper for you'],0.0,0.6859999999999999,0.314,0.314,Positive
202,['A photo tour of Samsungs new One UI']-,0.0,1.0,0.0,0.0,Neutral
203,['Samsung has notched displays in the works You OK Samsung fans'],0.0,0.773,0.22699999999999998,0.22699999999999998,Positive
204,['Samsungs new One UI looks pretty is ready for Galaxy S9 and Note 9 beta testers'],0.0,0.695,0.305,0.305,Positive
205,['And here is Samsungs first foldable display phone'],0.0,1.0,0.0,0.0,Neutral
206,['Samsung Revealed Infinity Flex Display Specs for Its Foldable Phone'],0.0,1.0,0.0,0.0,Neutral
207,['You Know You Want That Wallpaper From Samsungs One UI'],0.0,0.8740000000000001,0.126,0.126,Positive
208,['Heres a Photo Tour of Samsungs One UI'],0.0,1.0,0.0,0.0,Neutral
209,['Samsung Who Laughed at Googles Notch is Ready to Introduce Notches Maybe'],0.0,0.645,0.355,0.355,Positive
210,['Samsung One UI is the Software UX Refresh Weve Been Waiting For'],0.0,1.0,0.0,0.0,Neutral
211,['Here is Samsungs Foldable Display Device'],0.0,1.0,0.0,0.0,Neutral
212,['Samsung Experience aka TouchWiz refresh Yes please '],0.0,0.545,0.455,0.455,Positive
