,0,neg,neu,pos
48,['Samsung Galaxy Watch Active 2 release date set for UK  and its ahead of the US  '],0,0.847,0.153
49,['The next Samsung 5G phone could be the Galaxy A90  '],0,1,0
50,['Is Samsung going to sneak in a Galaxy Fold relaunch before Apple can debut the iPhone 11  '],0,1,0
51,['Samsungs Galaxy Fold could relaunch next week ending months of delays '],0,1,0
52,['This is exactly why your Samsung Galaxy Note 10 needs a case  '],0,1,0
53,['iPhone 11 could have its own competitor to Samsungs Live Focus Video  '],0,1,0
54,['Samsung Galaxy Home release date hopes finally raised by beta rollout '],0,0.797,0.203
55,['The end of OLED TVs How Samsungs QDOLED hybrid could shake up the market  '],0.108,0.892,0
56,['Fast charging tipped to be one of the key features of the Samsung Galaxy A90  '],0,1,0
57,['4 12 s Our Samsung Galaxy Note 10 Plus review  '],0,1,0
58,['The S Pen was always more than the little plasticandrubber sticks that with olds PDAs but this time Samsung has '],0,1,0
59,['If the iPhone Pro exists itll be a XXL version of the Apple phone Would that challenge Samsungs success with '],0,0.783,0.217
60,['Microsoft admits the Windows 10 Your Phone app works best with Samsung Galaxy Note 10  '],0,0.686,0.314
61,['Samsung Galaxy Note 10 Plus ongoing camera review and the first 72 hours  '],0,1,0
62,['How to disable Bixby on your Samsung phone and Samsung TV  '],0,1,0
63,['Our initial thoughts on the Samsung Galaxy Note 10  '],0,1,0
64,['Leaks suggest graphene will supercharge future Samsung phone batteries  '],0,1,0
65,['Lets take a look at those iPhone Pro rumors and how they may affect Samsung shall we  '],0,1,0
66,['RT  My first 24 hours w Samsung Galaxy Note 10 on  Loving almost everything especially the three camera perspectiv'],0,0.813,0.187
67,['Samsung phone leak points to whopping 108MP camera  but is it real  '],0.124,0.876,0
68,['Samsung Galaxy Tab A 105 2018 review  '],0,1,0
69,['Samsung Galaxy Note 10 Plus unboxing and first 24 hours  '],0,1,0
70,['Samsung Galaxy A10 is about to receive a newer better sibling  '],0,0.775,0.225
71,['New Samsung phone battery tech could be a huge boost to Galaxy S12  '],0,0.688,0.312
72,['Samsung Galaxy Watch Active 2 vs Apple Watch 4 which smartwatch is for you  '],0,0.816,0.184
73,['Move over 64MP Samsung unveils 108MP camera sensor destined for Xiaomi phone  '],0,1,0
74,['Samsung Galaxy Book S vs Microsoft Surface Pro 6  '],0,1,0
75,['Hands on Samsung Galaxy Book S review  '],0,1,0
76,['Samsung Galaxy S11s chipset may have just been benchmarked  '],0,1,0
77,['Samsung Galaxy Note 10 isnt for you if youre into mobile virtual reality  '],0,1,0
78,['Samsungs biggest phone yet  in more ways than one '],0,1,0
79,['If you want an Apple Watch but dont have an iPhone then your best bet might be the Samsung Galaxy Watch Active 2 '],0,0.656,0.344
80,['Heres every official detail on Samsungs new laptop the Samsung Galaxy Book S  '],0,1,0
81,['Developing our first take on the Samsung Galaxy Book S  '],0,1,0
82,[' Or maybe Drake shows up to announce a Samsung streaming service'],0,1,0
83,['RT  The Galaxy Watch Active 2 does a cameo alongside the GalaxyNote10 at the SamsungEvent '],0,0.828,0.172
84,['RT  This is how AR Doodle looks on the Samsung Galaxy Note 10 Plus Its sort of like Instagram or Snapchat filters but you make'],0,0.937,0.063
85,['Samsungs built a smaller Galaxy Note 10 and we can tell you all about it '],0,1,0
86,['Shh Its starting samsungunpacked2019 '],0,1,0
87,['SamsungUnpacked kicks off in just minutes Ready to see the Galaxy Note 10 for the first time So are we '],0,0.889,0.111
88,['Which new Samsung device are you most looking forward to '],0,1,0
89,['The SamsungEvent kicks off in one hour Brace yourselves for the muchanticipated Note 10Follow Samsungs lives '],0,1,0
90,['Heres what were hoping to see from this supposed Samsung Galaxy Book S at the SamsungEvent in a little while '],0,0.865,0.135
91,['A monstersized 68inch Galaxy Note 10 could be revealed during todays SamsungEvent Are your hands  big enough for it  '],0,1,0
92,['Samsung Galaxy Note 10 official photo and specs leaked  '],0.204,0.796,0
93,['Samsungs nextgeneration SSDs promise blazingfast speeds  '],0,0.723,0.277
94,['Samsung Galaxy Note 10 range leaked three times over including by Samsung itself  '],0.15,0.85,0
95,['Samsung Galaxy Tab S6 vs iPad Pro 2018 clash of the professional tablets  '],0,1,0
96,['JUST ANNOUNCED Samsung Galaxy Watch Active 2 has a rotating bezel that doesnt rotate  '],0,0.816,0.184
97,['Samsung Galaxy Note 10 price might not be any higher than Note 9  '],0,1,0
98,['Samsung Galaxy Tab S6 is official and could be a true iPad Pro rival  '],0,0.823,0.177
99,['Images of Samsungs upcoming Galaxy Book S laptop leak out  '],0.211,0.789,0
100,['These could be the names of the 2020 Samsung Galaxy Aseries phones  '],0,1,0
101,['Samsung Galaxy Note 10 Plus 5G version could go on sale on August 23  '],0,1,0
102,['Samsung Galaxy Note 10 colors leak shows less exciting options than Note 9  '],0.147,0.675,0.178
103,['New Samsung Galaxy Note 10 leak all but confirms lack of headphone jack '],0.279,0.721,0
104,['Planning on buying a new Samsung device With 256GB of memory for the price of 64 this Samsung Galaxy S9 Plus deal '],0,1,0
105,['Samsung Galaxy Tab S6 vs Samsung Galaxy Tab S4 is the new pro tablet worth the full price  '],0,0.905,0.095
106,['Latest Samsung Galaxy Watch Active 2 leaks give us the best look at it yet  '],0,0.653,0.347
107,['8K could soon be the new normal for Samsung TVs  '],0,1,0
108,['Samsung Galaxy Tab S6 live stream how to watch the big tablet launch live  '],0,1,0
109,['Samsungs giving us a couple of early gifts ahead of the Note 10 launch on Aug 7 Today well see a new Galaxy Tab '],0,0.816,0.184
110,['OnePlus 7 Pro 5G beats Samsung Oppo and LG in speed tests  '],0,1,0
111,['Samsung Galaxy Note 10 Plus confirmed by Samsung itself  '],0,1,0
112,['The Samsung Galaxy Fold is bound for September  at least in some places  '],0,1,0
113,['Samsung Galaxy Watch Active update will make it easier to use  '],0,0.645,0.355
114,['Samsung Galaxy Note 10 could have a smarter camera than Galaxy S10  '],0,0.786,0.214
115,['Samsung Galaxy Fold release date the fixed version will launch in September  '],0,1,0
116,['Samsung Q60R QLED TV review Samsungs flagship screens without the flagship performance  '],0,0.797,0.203
117,['Samsung Galaxy Watch Active 2 leak hints its coming earlier than expected  '],0.159,0.662,0.179
118,['Samsung Galaxy Note 10 Plus may have five rear cameras Note 10 just three  '],0,1,0
119,['Samsung Galaxy Note 10 Pro sounds allpowerful in this new specs leak  '],0.167,0.833,0
120,['New Samsung Note 10 rumor suggests Zoom Audio and stylus gesture control  '],0,1,0
121,['Samsung Galaxy Space could be the companys next 2in1 laptop  '],0,1,0
122,['Our review of the Samsung Galaxy A80  Samsungs new midrange smartphone with a novel popup camera panel '],0,0.874,0.126
123,['Samsung Galaxy Tab S6 leak offers more proof of rearmounted magnetic S Pen  '],0.167,0.833,0
124,['Samsung Galaxy S11 camera looks increasingly likely to get allnew 64MP sensor  '],0,1,0
125,['Samsung Galaxy Note 10 may miss out on this new gamingfocused chipset  '],0.118,0.882,0
126,['These Vizio Yamaha and Samsung soundbar deals kick off Prime Day 2  '],0,1,0
127,['Samsung could still be planning to launch a pair of augmented reality specs  '],0,1,0
128,['Samsung Galaxy Watch Active 2 leaked in official render  '],0.192,0.583,0.225
129,['Rumors suggest the Samsung Galaxy Watch 2 is coming later this year  heres what we know so far '],0,1,0
130,['Samsung may release Galaxy Watch 2 before the Watch Active 2 after all  '],0,0.803,0.197
131,['Samsung may be about to launch an ultracheap tablet to rival Amazons Fire range  '],0.212,0.788,0
132,['Samsung Galaxy S10 vs S10 Plus vs S10e which Samsung flagship will suit your needs  '],0,0.915,0.085
133,['Leaked Samsung Galaxy Watch Active 2 images show barely any changes  '],0,0.787,0.213
134,['Samsung Galaxy Watch Active 2 may have two major Apple Watch 4 features  '],0,0.803,0.197
135,['Samsung is getting sued by the Australian consumer watchdog for its misleading Galaxy phones ads '],0.153,0.847,0
136,['Will Nvidia join the 7nm party next year 7nm Nvidia GPUs could come in 2020 through partnership with Samsung '],0,0.786,0.214
137,['Samsung Galaxy Fold has apparently been fixed  '],0,1,0
138,['Samsung finally bringing Night photo mode to US Galaxy S10 phones  '],0,1,0
139,['Samsung launches a Bixby marketplace for Alexastyle voice commands  '],0,1,0
140,['Samsung CEO admits the Galaxy Fold was released before it was ready  '],0,0.701,0.299
141,['The Galaxy Fold release date is still unconfirmed as Samsung CEO asks give us a little more time '],0.081,0.919,0
142,['This is what the Samsung Galaxy Watch Active 2 could look like  '],0,0.658,0.342
143,['Galaxy Watch has reinvigorated the Tizen smartwatch range Congrats  for securing the Best Wearable at '],0,0.484,0.516
144,['The Galaxy Fold is the most forwardthinking phone you shouldnt buy  '],0,1,0
145,['Anything can take down the Galaxy Fold  keys water sand credit cards or coins lodged in the middle of the folde '],0,0.89,0.11
146,['Get an extra 50 off the Galaxy Tab S6 with Currys tablet tradein deal ad  '],0,1,0
147,['Our writers brandnew Galaxy Note 10 was too beautiful for this world  '],0,0.755,0.245
148,['iPhone 11 could have competitor to Galaxy Note 10s Live Focus Video  '],0,1,0
149,['Another year another Galaxy Note Heres how this years device changed in the last year  '],0,1,0
150,['So to recap todays GalaxyNote10 event thatsGalaxy Note 10 for 949Galaxy Note 10 for 1099Note 10 5 '],0,1,0
151,['Todays Galaxy Note event was a rollercoaster '],0,1,0
152,['RT  Live Focus Video on the Galaxy Note 10 allows for a bokeh mode on well live video Heres how it looks '],0,0.909,0.091
153,['New Galaxy Note 10 and Note 10 Plus checkinHuge phones  Huge screens   Huge power  Huge storage  '],0,0.67,0.33
154,['New images of the upcoming Galaxy Watch Active 2 leak out  '],0.17,0.638,0.191
155,['The Galaxy Watch Active 2 is on its way soon '],0,0.769,0.231
156,['Leaked Galaxy Note 10 and Note 10 Pro case photos highlight their differences  '],0,0.844,0.156
157,['Google Pixel 4 XL handson reveals a better camera than the S10 Plus  '],0,0.791,0.209
158,['Loki TV show everything we know so far about the Disney Plus series '],0,1,0
159,['These are the best Chromebooks of 2019 so far '],0,0.682,0.318
160,['The Google Pixebook Go is the best Chromebook for the rest of us '],0,0.756,0.244
161,['If you want the gold standard of a Chromebook its got to be the Pixelbook Go '],0,0.92,0.08
162,['These are our favorite Chromebooks and by favorite we mean the best  '],0,0.495,0.505
163,['Chromebooks dont run Windows OS but theres plenty you can do with them Plus they cost less  '],0,1,0
164,['These are the Chromebooks that the upcoming Pixelbook Go are up against  '],0,1,0
165,['Should you buy a Chromebook We have some thoughts  '],0,1,0
166,['Introducing the Google Pixel Go A smaller lighter take Chromebook with an estimated 12hour battery life and spec '],0,1,0
167,['Handson Pixelbook Go images reveal the upcoming Chromebook in full '],0,1,0
168,['Heres why you shouldnt buy a new Chromebook just yet '],0,1,0
169,['Weve been tracking the rumored Google Hatch Chromebook and so should you  '],0,1,0
170,['HP drops stylish new Chromebook x360 models with stylus support  '],0,0.787,0.213
171,['Pixelbook Go could be Googles next Chromebook with a 13inch 4K display  '],0,1,0
172,['Weve dug up all the scuttlebutt we could find on Googles next rumored Chromebook  '],0,1,0
173,['Is your Chromebook telling you to upgrade Dont worry Google says its a bug  '],0,0.844,0.156
174,['Some of Acers best Chromebooks score new processors and slimmer bezels  '],0,0.724,0.276
175,['A luxe Lenovo Chromebook leads new lineup of laptops desktops and monitors  '],0,1,0
176,['If youre in need of a Chromebook weve probably got a hardtested recommendation for your specific needs '],0,1,0
177,['Theres been a ton of deals on Chromebooks for PrimeDayAmazon so weve updated our ongoing list of the Best Chrom '],0,0.819,0.181
178,['Chromebooks are already affordable so these PrimeDay deals are ridiculous   '],0.2,0.8,0
179,['These are the best Chromebooks weve tested in recent memory  '],0,0.704,0.296
180,,,,
